record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
xiaomi_xiaomi_12_pro_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 12 Pro,,rear_telephoto,,3.765,2.824,4.7064,"1/3.4""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12_pro_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 12 Pro,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12t_rear_main,mobile_camera_module,Xiaomi,Xiaomi 12T,,rear_main,,10.492,7.869,13.115,"1/1.22""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12t_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 12T,,rear_ultrawide,,5.818,4.364,7.2728,"1/2.2""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12t_pro_rear_main,mobile_camera_module,Xiaomi,Xiaomi 12T Pro,,rear_main,,10.492,7.869,13.115,"1/1.22""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12t_pro_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 12T Pro,,rear_ultrawide,,5.818,4.364,7.2728,"1/2.2""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_rear_main,mobile_camera_module,Xiaomi,Xiaomi 13,,rear_main,,8.591,6.443,10.7386,"1/1.49""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 13,,rear_telephoto,,3.413,2.56,4.2664,"1/3.75""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 13,,rear_ultrawide,,4.183,3.137,5.2286,"1/3.06""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_pro_rear_main,mobile_camera_module,Xiaomi,Xiaomi 13 Pro,,rear_main,,12.8,9.6,16.0,"1/1.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_pro_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 13 Pro,,rear_telephoto,,3.413,2.56,4.2664,"1/3.75""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_pro_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 13 Pro,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_ultra_rear_main,mobile_camera_module,Xiaomi,Xiaomi 13 Ultra,,rear_main,,12.8,9.6,16.0,"1/1.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_ultra_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 13 Ultra,,rear_telephoto,,5.1,3.825,6.375,"1/2.51""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_13_ultra_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 13 Ultra,,rear_ultrawide,,5.1,3.825,6.375,"1/2.51""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_rear_main,mobile_camera_module,Xiaomi,Xiaomi 14,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 14,,rear_telephoto,,3.556,2.667,4.445,"1/3.6""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 14,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_pro_rear_main,mobile_camera_module,Xiaomi,Xiaomi 14 Pro,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_pro_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 14 Pro,,rear_telephoto,,3.556,2.667,4.445,"1/3.6""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_pro_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 14 Pro,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_14_ultra_rear_main,mobile_camera_module,Xiaomi,Xiaomi 14 Ultra,,rear_main,,12.8,9.6,16.0,"1/1.0""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Xiaomi official specifications,https://www.mi.com/global/xiaomi-14-ultra/specs/,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
xiaomi_xiaomi_14_ultra_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 14 Ultra,,rear_telephoto,,5.1,3.825,6.375,"1/2.51""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Xiaomi official specifications,https://www.mi.com/global/xiaomi-14-ultra/specs/,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
xiaomi_xiaomi_14_ultra_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 14 Ultra,,rear_ultrawide,,5.1,3.825,6.375,"1/2.51""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Xiaomi official specifications,https://www.mi.com/global/xiaomi-14-ultra/specs/,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
xiaomi_xiaomi_15_rear_main,mobile_camera_module,Xiaomi,Xiaomi 15,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_15_rear_telephoto,mobile_camera_module,Xiaomi,Xiaomi 15,,rear_telephoto,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_15_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 15,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_15_pro_rear_main,mobile_camera_module,Xiaomi,Xiaomi 15 Pro,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
